恩荣小馆|恩榮小館|Jubilant Restaurant|190-4200 No. 3 Road|Richmond|BC|V6X2C4|$|true|1-604-278-3555|{"Mon-Sun":"11:00am - 1:00am"}||
和丰车仔面|和豐車仔麵|Wo Fung Noodle Express|190-8400 Alexandra Road|Richmond|BC|V6X1C3|$|true|1-604-284-5635|{"Mon-Tue":"11:30am - 9:00pm","Wed":"11:30am - 4:00pm","Thu":"11:30am - 9:00pm","Fri-Sat":"11:30am - 9:30pm","Sun":"11:30am - 9:00pm"}||https://www.facebook.com/Wofungnoodle
嫁Ge冷潮州菜|嫁Ge冷潮州菜|JC Kitchen|103-11782 Hammersmith Way|Richmond|BC|V7A5J9|$||1-778-297-6113|{}|| 
湘味浓|湘味濃|Luckynoodle Chinese Restaurant|3-3377 Kingsway|Vancouver|BC|V5R5K6|$$||1-604-430-8818|{}|| 
小南国上海小吃|小南國上海小吃|Shanghai Morning Restaurant|125-8291 Alexandra Road|Richmond|BC|V6X1C3|$|true|1-778-297-6098|{}|| 
帝苑皇宴海鲜酒家|帝苑皇宴海鮮酒家|Empire Seafood Restaurant|2005951 No.3 Road|Richmond|BC|V6X2E3|$$$|false|1-604-249-0080|{"Mon-Sun":"9:00am – 3:00pm and 5:30pm – 10:30pm"}|http://www.empirerestaurant.ca/| 
旺顺阁京川私房菜|旺順閣京川私房菜|Wang Shun Ge|1180-8391 Alexandra Road|Richmond|BC|V6X1C3|$||1-604-303-1192|{"Mon":"11:00am - 3:00pm and 5:00pm - 10:00pm","Tue":"Closed","Wed-Sun":"11:00am - 3:00pm and 5:00pm - 10:00pm"}|| 
新上海酒家|新上海酒家|Modern City Chinese Restaurant|2106 West 41st Ave|Vancouver|BC|V6M1Z1|$$||1-604-558-3848|{"Mon-Sun":"11:00am - 10:00pm"}|http://www.topshanghaifood.com/| 
俏西南四川火锅|俏西南四川火鍋|iSpicy Hot Pot|3520 Kingsway|Vancouver|BC|V5R5L7|$$$|true|1-604-431-6283|{"Mon-Sun":"11:00am - 9:30pm"}||https://www.facebook.com/pages/%E4%BF%8F%E8%A5%BF%E5%8D%97-Ispicy-hotpot/162029360559364
大同海鲜酒家|大同海鮮酒家|Dai Tung Chinese Seafood Restaurant|108-1050 Kingsway|Vancouver|BC|V5V3C6|$$|true|1-604-872-2268|{"Mon-Sun":"9:00am - 11:00pm"}||
九道|九道|Nine Dishes|960 Kingsway|Vancouver|BC|V5V3C4|$||1-778-282-8699|{"Mon":"5:00pm - 12:00am","Tue-Sun":"11:00am - 12:00am"}|| 
龙顺园|龍順園|Dragon House|3293 Kingsway|Vancouver|BC|V5R4H3|$||1-604-569-0726|{"Mon-Sun":"5:00pm - 2:00am"}|| 
小龙记面家|小龍記麵家|Long's Noodle House|4853 Main Street|Vancouver|BC|V5V 3R9|$$|true|1-604-879-7879|{"Mon":"11:00am - 2:30pm and 5:30pm - 9:00pm","Tue":"Closed","Wed-Fri":"11:00am - 2:30pm and 5:30pm - 9:00pm","Sat-Sun":"11:00am-3:00pm to 5:30pm-9:00pm"}||
钓鱼台海鲜酒家|釣魚台海鮮酒家|Fisherman's Terrace Seafood Restaurant|3580-4151 Hazelbridge Way|Richmond|BC|V6X4J7|$$$||1-604-303-9739|{"Mon-Sun":"10:00am - 3:00pm and 5:30pm - 10:00pm"}||
非你莫蜀|非你莫蜀|Highgate Chinese Restaurant|7090 Kingsway|Burnaby|BC|V5E1E5|$$||1-604-525-1666|{"Mon":"11:30am - 3:00pm and 5:30pm - 10:00pm","Tue":"Closed","Wed-Thu":"11:30am - 3:00pm and 5:30pm - 10:00pm","Fri":"11:30am - 3:00pm and 5:30pm - 10:30pm","Sat":"12:00am - 3:00pm and 5:30pm - 10:30pm","Sun":"12:00am - 3:00pm and 5:30pm - 10:00pm"}|| 
田师傅湘菜馆|田師傅湘菜館|Tian Shi Fu Restaurant|100-8151 Anderson Road|Richmond|BC|V6Y2C1|$$||1-604-276-9168|{"Mon-Sun":"11:00am - 3:00pm and 5:30pm - 10:00pm"}|http://tianshifu.weebly.com/|
大班餐厅饼店|大班餐廳餅店|The Boss Restaurant|130-8171 Ackroyd Road|Richmond|BC|V6X3J9|$$$|true|1-604-273-2677|{}|| 
大班餐厅饼店|大班餐廳餅店|The Boss Restaurant|238-4800 Kingsway|Burnaby|BC|V5H4J2|$$$|true|1-604-438-2677|{}||
大班餐厅饼店|大班餐廳餅店|The Boss Restaurant|532 Main Street|Vancouver|BC|V6A1X4|$$|true|1-604-683-3860|{}||
鹿鸣春|鹿鳴春|Lu Ming Chun|1100-3700 No. 3 Road|Richmond|BC|V6X3X2|$||1-604-821-0828|{}||
包饺店|包餃店|Moutai Plus Restaurant|8101 Park Road|Richmond|BC|V6Y2Y8|$|true|1-604-233-6981|{"Mon-Sun":"11:30am - 10:00pm"}||
娘家味道园|娘家味道園|Yammy Mammy|4963 Joyce Street|Vancouver|BC|V5R4G7|$$||1-604-558-3988|{"Mon-Sun":"11:00am - 10:30pm"}||
开开豆捞坊|開開豆撈坊|K. K. Dollar Hot Pot|200-4200 No. 3 Road|Richmond|BC|V6X2C4|$$||1-604-279-5588|{"Mon-Thu":"5:00pm - 1:00am","Fri-Sat":"5:00pm - 2:00am","Sun":"5:00pm - 1:00am"}|| 
红锦天|紅錦天|Spicy Legend|3309 Kingsway|Vancouver|BC|V5R5K6|$$|true|1-604-568-9230|{"Mon":"5:00pm - 11:00pm","Tue-Sun":"11:30am - 2:30pm and 5:00pm - 11:00pm"}|| 
金如意粤菜精华|金如意粵菜精華|Gingeri Chinese Cuisine|323-5300 No. 3 Road|Richmond|BC|V6X2X9|$$||1-604-278-6006|{"Mon-Sun":"9:00am - 3:00pm and 5:00pm - 10:00pm"}|| 
牛皇火锅|牛皇火鍋|So Hot So Pot|150-4731 Garden City Road|Richmond|BC|V6X3M7|$$$||1-604-270-8892 |{}||
新镛记火锅|新鏞記火鍋|Garden City Hot Pot|8788 McKim Way|Richmond|BC|V6X4E2|$$$||1-604-303-0909|{"Mon-Fri":"9:00am – 5:00pm","Sat":"9:00am – 1:00pm","Sun":"Closed"}|http://www.topgungroup.com/|
紫金城京菜|紫金城京菜|Imperial City Bistro|140-3671 Westminster Hwy|Richmond|BC|V7C5W5|$$$||1-604-270-7799|{"Mon-Sun":"11:00am - 3:00pm and 5:00pm - 10:00pm"}||
大可以饭店|大可以飯店|Big Chef Restaurant|1060-8580 Alexandra Road|Richmond|BC|V6X4B3|$$||1-604-207-0386|{"Mon-Sun":"5:00pm - 2:00am"}|| 
一心面典|一心麵典|Accord Food House|4611 Kingsway|Burnaby|BC|V5H4L3|$|true|1-604-435-5777|{}||
潮州世家|潮州世家|Top Chiu Chow Cuisine|1211-8338 Capstan Way|Richmond|BC|V6X4B5|$$$||1-604-278-5698|{"Mon-Sun":"10:00am - 3:00pm and 5:00pm - 10:00pm"}||
顺峰海鲜酒家|順峰海鮮酒家|Shun Feng Seafood Restaurant|4380 No. 3 Road|Richmond|BC|V6X3V7|$$$||1-604-304-6088|{"Mon-Sun":"9:00am - 10:00pm"}|| 
金穗香饼屋|金穗香餅屋|Golden Wheat Bakery|423 Gore Ave|Vancouver|BC|V6A2Z4|$||1-604-893-8892|{}||
西南风|西南風|S&W Pepper House|1812-4500 Kingsway|Burnaby|BC|V5H2B1|$$|true|1-604-451-3916|{}||
极道涮涮锅|極道涮涮鍋|Gokudo Shabu Shabu Hot Pot|2133-3779 Sexsmith Road|Richmond|BC|V6X3Z9|$$$||1-604-232-9078|{"Mon-Thu":"5:00pm - 11:00pm","Fri":"5:00pm - 12:00am","Sat":"12:00pm - 12:00am","Sun":"12:00pm - 11:00pm"}||https://www.facebook.com/GokudoShabuShabu
小肥牛|小肥牛|Fatty Cow Seafood Hot Pot|5108 Victoria Drive|Vancouver|BC|V5P3V1|$$$||1-604-568-6630|{"Mon-Sun":"5:00pm - 1:00am"}|http://www.fattycowhotpot.com/|https://www.facebook.com/fattycowhotpot 
粥面轩|粥麵軒|Congee Noodle King|3313 Kingsway|Vancouver|BC|V5R4H3|$$|true|1-604-435-6670|{}|| 
海南鸡饭|海南雞飯|Cafe D'lite|3144 West Broadway|Vancouver|BC|V6K2H3|$|true|1-604-733-8882|{}||
油鸡洪烧腊菜馆|油雞洪燒臘菜館|Master Hung BBQ Restaurant|140-8780 Blundell Road|Richmond|BC|V6Y2N6|$|true|1-604-272-3813|{}||
台湾高家小馆|台灣高家小館|Kao's Family Restaurant|1085-8580 Alexandra Road|Richmond|BC|V6X4B3|$|true|1-604-278-6606|{}|| 
新荣记|新榮記|Wing Kee Restaurant|8260 Granville Ave|Richmond|BC|V6Y1P3|$$|false|1-604-270-1825|{"Mon-Sun":"4:00pm - 3:00am"}|| 
羊妈妈小厨|羊媽媽小廚|Morning Star Bubble Tea|104-998 Harbourside Drive|North Vancouver|BC|V7P3T2|$|true|1-604-988-2512|{"Mon-Fri":"11:30am - 9:00pm","Sun":"2:30pm - 9:00pm"}||https://www.facebook.com/MorningStarBubbleTea
沪江海派料理|滬江海派料理|Shanghai River|7831 Westminster Hwy|Richmond|BC|V6X4J4|$$$|false|1-604-233-8885|{}||
百达门星洲美食|百達門星洲美食|Prata-Man Singapore Cuisine|9020 Capstan Way|Richmond|BC|V6X1R4|$|true|1-604-278-1348|{}|| 
菩提菜香素食|菩提菜香素食|Bodhi Choi Heung|3932 Fraser Street|Vancouver|BC|V5V4E4|$$||1-604-873-3848|{}||
翠缇|翠緹|Tri-Ty Cafe|130-8100 Ackroyd Road|Richmond|BC|V6X3J9|$||1-604-231-8997|{"Mon-Thu":"11:30am - 11:30pm","Fri-Sat":"11:30am - 12:30am","Sun":"11:30am - 11:30pm"}||
京园牛肉面|京園牛肉麵|No.1 Beef Noodle House|4741 Willingdon Ave|Burnaby|BC|V5G3H5|$|true|1-604-438-6648|{"Mon":"11:00am - 12:00am","Tue":"11:00am - 12:00am","Wed":"11:00am - 12:00am","Thu":"11:00am - 12:00am","Fri":""11:00am - 1:00am","Sat":"11:00am - 1:00am","Sun":"11:00am - 12:00am"}|http://www.jynoodle.com/|
京园牛肉面|京園牛肉麵|No.1 Beef Noodle House|4063 Main Street|Vancover|BC|V5V3P5|$|true|1-604-568-6821|{"Mon":"11:00am - 12:00am","Tue":"11:00am - 12:00am","Wed":"11:00am - 12:00am","Thu":"11:00am - 12:00am","Fri":""11:00am - 1:00am","Sat":"11:00am - 1:00am","Sun":"11:00am - 12:00am"}|http://www.jynoodle.com/|
半岛公馆|半島公館|Peninsula Seafood Restaurant|140-650 West 41st Ave|Vancouver|BC|V5Z2M9|$$$$|false|1-604-428-9999|{}|http://www.bandao.com/|
